"target","location","forecast_week","bin_start_incl"
"4 wk ahead","Washington",43,"0.6"
"4 wk ahead","West Virginia",43,"1.1"
"4 wk ahead","Wisconsin",43,"0.9"
"4 wk ahead","Wyoming",43,"0.7"
"4 wk ahead","Alabama",44,"2.7"
"4 wk ahead","Alaska",44,"1.1"
"4 wk ahead","Arizona",44,"1.4"
"4 wk ahead","Arkansas",44,"1.3"
"4 wk ahead","California",44,"2.0"
"4 wk ahead","Colorado",44,"1.7"
"4 wk ahead","Connecticut",44,"1.7"
"4 wk ahead","Delaware",44,"0.0"
"4 wk ahead","District of Columbia",44,"6.7"
"4 wk ahead","Georgia",44,"2.7"
"4 wk ahead","Hawaii",44,"2.1"
"4 wk ahead","Idaho",44,"1.0"
"4 wk ahead","Illinois",44,"1.8"
"4 wk ahead","Indiana",44,"0.9"
"4 wk ahead","Iowa",44,"0.6"
"4 wk ahead","Kansas",44,"1.6"
"4 wk ahead","Kentucky",44,"1.4"
"4 wk ahead","Louisiana",44,"3.2"
"4 wk ahead","Maine",44,"0.8"
"4 wk ahead","Maryland",44,"1.1"
"4 wk ahead","Massachusetts",44,"0.7"
"4 wk ahead","Michigan",44,"1.1"
"4 wk ahead","Minnesota",44,"1.5"
"4 wk ahead","Mississippi",44,"3.1"
"4 wk ahead","Missouri",44,"1.9"
"4 wk ahead","Montana",44,"0.0"
"4 wk ahead","Nebraska",44,"0.8"
"4 wk ahead","Nevada",44,"1.3"
"4 wk ahead","New Hampshire",44,"0.3"
"4 wk ahead","New Jersey",44,"3.0"
"4 wk ahead","New Mexico",44,"1.4"
"4 wk ahead","New York",44,"1.6"
"4 wk ahead","North Carolina",44,"1.6"
"4 wk ahead","North Dakota",44,"0.7"
"4 wk ahead","Ohio",44,"1.0"
"4 wk ahead","Oklahoma",44,"3.2"
"4 wk ahead","Oregon",44,"1.0"
"4 wk ahead","Pennsylvania",44,"1.1"
"4 wk ahead","Puerto Rico",44,"10.8"
"4 wk ahead","Rhode Island",44,"0.3"
"4 wk ahead","South Carolina",44,"2.5"
"4 wk ahead","South Dakota",44,"1.3"
"4 wk ahead","Tennessee",44,"2.3"
"4 wk ahead","Texas",44,"2.5"
"4 wk ahead","Utah",44,"1.3"
"4 wk ahead","Vermont",44,"0.6"
"4 wk ahead","Virgin Islands",44,"3.3"
"4 wk ahead","Virginia",44,"2.2"
"4 wk ahead","Washington",44,"0.6"
"4 wk ahead","West Virginia",44,"1.0"
"4 wk ahead","Wisconsin",44,"1.1"
"4 wk ahead","Wyoming",44,"0.4"
"4 wk ahead","Alabama",45,"2.7"
"4 wk ahead","Alaska",45,"0.7"
"4 wk ahead","Arizona",45,"1.7"
"4 wk ahead","Arkansas",45,"1.3"
"4 wk ahead","California",45,"2.1"
"4 wk ahead","Colorado",45,"1.3"
"4 wk ahead","Connecticut",45,"1.6"
"4 wk ahead","Delaware",45,"0.2"
"4 wk ahead","District of Columbia",45,"5.2"
"4 wk ahead","Georgia",45,"2.8"
"4 wk ahead","Hawaii",45,"2.9"
"4 wk ahead","Idaho",45,"0.7"
"4 wk ahead","Illinois",45,"1.9"
"4 wk ahead","Indiana",45,"1.3"
"4 wk ahead","Iowa",45,"0.7"
"4 wk ahead","Kansas",45,"1.5"
"4 wk ahead","Kentucky",45,"0.7"
"4 wk ahead","Louisiana",45,"3.2"
"4 wk ahead","Maine",45,"0.8"
"4 wk ahead","Maryland",45,"1.1"
"4 wk ahead","Massachusetts",45,"0.9"
"4 wk ahead","Michigan",45,"1.9"
"4 wk ahead","Minnesota",45,"1.1"
"4 wk ahead","Mississippi",45,"2.8"
"4 wk ahead","Missouri",45,"1.7"
"4 wk ahead","Montana",45,"0.1"
"4 wk ahead","Nebraska",45,"0.5"
"4 wk ahead","Nevada",45,"1.9"
"4 wk ahead","New Hampshire",45,"0.3"
"4 wk ahead","New Jersey",45,"3.0"
"4 wk ahead","New Mexico",45,"1.5"
"4 wk ahead","New York",45,"1.5"
"4 wk ahead","North Carolina",45,"1.5"
"4 wk ahead","North Dakota",45,"1.3"
"4 wk ahead","Ohio",45,"1.0"
"4 wk ahead","Oklahoma",45,"3.4"
"4 wk ahead","Oregon",45,"1.1"
"4 wk ahead","Pennsylvania",45,"1.5"
"4 wk ahead","Puerto Rico",45,"11.2"
"4 wk ahead","Rhode Island",45,"0.3"
"4 wk ahead","South Carolina",45,"1.9"
"4 wk ahead","South Dakota",45,"1.0"
"4 wk ahead","Tennessee",45,"2.4"
"4 wk ahead","Texas",45,"3.1"
"4 wk ahead","Utah",45,"1.4"
"4 wk ahead","Vermont",45,"0.4"
"4 wk ahead","Virgin Islands",45,"2.0"
"4 wk ahead","Virginia",45,"2.2"
"4 wk ahead","Washington",45,"0.5"
"4 wk ahead","West Virginia",45,"1.2"
"4 wk ahead","Wisconsin",45,"1.5"
"4 wk ahead","Wyoming",45,"0.8"
"4 wk ahead","Alabama",46,"3.8"
"4 wk ahead","Alaska",46,"0.7"
"4 wk ahead","Arizona",46,"2.0"
"4 wk ahead","Arkansas",46,"2.0"
"4 wk ahead","California",46,"2.4"
"4 wk ahead","Colorado",46,"1.4"
"4 wk ahead","Connecticut",46,"1.7"
"4 wk ahead","Delaware",46,"0.1"
"4 wk ahead","District of Columbia",46,"7.8"
"4 wk ahead","Georgia",46,"3.2"
"4 wk ahead","Hawaii",46,"3.7"
"4 wk ahead","Idaho",46,"1.4"
"4 wk ahead","Illinois",46,"2.1"
"4 wk ahead","Indiana",46,"1.6"
"4 wk ahead","Iowa",46,"0.4"
"4 wk ahead","Kansas",46,"1.5"
"4 wk ahead","Kentucky",46,"1.0"
"4 wk ahead","Louisiana",46,"3.6"
"4 wk ahead","Maine",46,"0.6"
"4 wk ahead","Maryland",46,"1.4"
"4 wk ahead","Massachusetts",46,"1.0"
"4 wk ahead","Michigan",46,"1.7"
"4 wk ahead","Minnesota",46,"1.2"
"4 wk ahead","Mississippi",46,"3.6"
"4 wk ahead","Missouri",46,"1.9"
"4 wk ahead","Montana",46,"0.2"
"4 wk ahead","Nebraska",46,"0.5"
"4 wk ahead","Nevada",46,"1.5"
"4 wk ahead","New Hampshire",46,"0.5"
"4 wk ahead","New Jersey",46,"3.7"
"4 wk ahead","New Mexico",46,"1.6"
"4 wk ahead","New York",46,"1.5"
"4 wk ahead","North Carolina",46,"2.2"
"4 wk ahead","North Dakota",46,"0.0"
"4 wk ahead","Ohio",46,"1.3"
"4 wk ahead","Oklahoma",46,"5.1"
"4 wk ahead","Oregon",46,"2.2"
"4 wk ahead","Pennsylvania",46,"1.8"
"4 wk ahead","Puerto Rico",46,"10.0"
"4 wk ahead","Rhode Island",46,"0.5"
"4 wk ahead","South Carolina",46,"2.7"
"4 wk ahead","South Dakota",46,"1.1"
"4 wk ahead","Tennessee",46,"2.3"
"4 wk ahead","Texas",46,"3.4"
"4 wk ahead","Utah",46,"1.8"
"4 wk ahead","Vermont",46,"0.6"
"4 wk ahead","Virgin Islands",46,"2.6"
"4 wk ahead","Virginia",46,"2.3"
"4 wk ahead","Washington",46,"1.2"
"4 wk ahead","West Virginia",46,"1.3"
"4 wk ahead","Wisconsin",46,"0.9"
"4 wk ahead","Wyoming",46,"1.3"
"4 wk ahead","Alabama",47,"5.0"
"4 wk ahead","Alaska",47,"1.3"
"4 wk ahead","Arizona",47,"2.5"
"4 wk ahead","Arkansas",47,"1.6"
"4 wk ahead","California",47,"2.9"
"4 wk ahead","Colorado",47,"1.7"
"4 wk ahead","Connecticut",47,"1.8"
"4 wk ahead","Delaware",47,"0.1"
"4 wk ahead","District of Columbia",47,"8.4"
"4 wk ahead","Georgia",47,"4.2"
"4 wk ahead","Hawaii",47,"2.9"
"4 wk ahead","Idaho",47,"1.2"
"4 wk ahead","Illinois",47,"2.3"
"4 wk ahead","Indiana",47,"1.5"
"4 wk ahead","Iowa",47,"0.6"
"4 wk ahead","Kansas",47,"2.4"
"4 wk ahead","Kentucky",47,"3.8"
"4 wk ahead","Louisiana",47,"4.1"
"4 wk ahead","Maine",47,"0.7"
"4 wk ahead","Maryland",47,"1.8"
"4 wk ahead","Massachusetts",47,"1.2"
"4 wk ahead","Michigan",47,"2.1"
"4 wk ahead","Minnesota",47,"2.2"
"4 wk ahead","Mississippi",47,"4.8"
"4 wk ahead","Missouri",47,"2.3"
"4 wk ahead","Montana",47,"0.6"
"4 wk ahead","Nebraska",47,"0.9"
"4 wk ahead","Nevada",47,"1.7"
"4 wk ahead","New Hampshire",47,"0.6"
"4 wk ahead","New Jersey",47,"4.2"
"4 wk ahead","New Mexico",47,"2.1"
"4 wk ahead","New York",47,"3.1"
"4 wk ahead","North Carolina",47,"3.0"
"4 wk ahead","North Dakota",47,"2.9"
"4 wk ahead","Ohio",47,"1.3"
"4 wk ahead","Oklahoma",47,"4.4"
"4 wk ahead","Oregon",47,"2.3"
"4 wk ahead","Pennsylvania",47,"1.9"
"4 wk ahead","Puerto Rico",47,"12.1"
"4 wk ahead","Rhode Island",47,"0.5"
"4 wk ahead","South Carolina",47,"2.1"
"4 wk ahead","South Dakota",47,"1.4"
"4 wk ahead","Tennessee",47,"2.9"
"4 wk ahead","Texas",47,"4.1"
"4 wk ahead","Utah",47,"3.3"
"4 wk ahead","Vermont",47,"1.0"
"4 wk ahead","Virgin Islands",47,"1.0"
"4 wk ahead","Virginia",47,"2.9"
"4 wk ahead","Washington",47,"2.2"
"4 wk ahead","West Virginia",47,"1.5"
"4 wk ahead","Wisconsin",47,"1.6"
"4 wk ahead","Wyoming",47,"1.7"
"4 wk ahead","Alabama",48,"5.5"
"4 wk ahead","Alaska",48,"1.6"
"4 wk ahead","Arizona",48,"2.5"
"4 wk ahead","Arkansas",48,"2.3"
"4 wk ahead","California",48,"3.5"
"4 wk ahead","Colorado",48,"0.5"
"4 wk ahead","Connecticut",48,"2.0"
"4 wk ahead","Delaware",48,"0.1"
"4 wk ahead","District of Columbia",48,"8.3"
"4 wk ahead","Georgia",48,"4.5"
"4 wk ahead","Hawaii",48,"3.3"
"4 wk ahead","Idaho",48,"2.7"
"4 wk ahead","Illinois",48,"3.1"
"4 wk ahead","Indiana",48,"3.4"
"4 wk ahead","Iowa",48,"1.4"
"4 wk ahead","Kansas",48,"2.3"
"4 wk ahead","Kentucky",48,"4.3"
"4 wk ahead","Louisiana",48,"3.9"
"4 wk ahead","Maine",48,"1.0"
"4 wk ahead","Maryland",48,"2.4"
"4 wk ahead","Massachusetts",48,"1.6"
"4 wk ahead","Michigan",48,"2.4"
"4 wk ahead","Minnesota",48,"2.3"
"4 wk ahead","Mississippi",48,"4.1"
"4 wk ahead","Missouri",48,"4.1"
"4 wk ahead","Montana",48,"0.2"
"4 wk ahead","Nebraska",48,"1.0"
"4 wk ahead","Nevada",48,"2.1"
"4 wk ahead","New Hampshire",48,"0.2"
"4 wk ahead","New Jersey",48,"5.8"
"4 wk ahead","New Mexico",48,"2.0"
"4 wk ahead","New York",48,"5.4"
"4 wk ahead","North Carolina",48,"3.4"
"4 wk ahead","North Dakota",48,"0.4"
"4 wk ahead","Ohio",48,"1.6"
"4 wk ahead","Oklahoma",48,"6.1"
"4 wk ahead","Oregon",48,"5.8"
"4 wk ahead","Pennsylvania",48,"3.1"
"4 wk ahead","Puerto Rico",48,"12.1"
"4 wk ahead","Rhode Island",48,"0.8"
"4 wk ahead","South Carolina",48,"4.3"
"4 wk ahead","South Dakota",48,"1.4"
"4 wk ahead","Tennessee",48,"3.5"
"4 wk ahead","Texas",48,"4.3"
"4 wk ahead","Utah",48,"3.9"
"4 wk ahead","Vermont",48,"1.0"
"4 wk ahead","Virgin Islands",48,"1.4"
"4 wk ahead","Virginia",48,"3.4"
"4 wk ahead","Washington",48,"2.9"
"4 wk ahead","West Virginia",48,"2.4"
"4 wk ahead","Wisconsin",48,"1.3"
"4 wk ahead","Wyoming",48,"1.3"
"4 wk ahead","Alabama",49,"4.4"
"4 wk ahead","Alaska",49,"0.9"
"4 wk ahead","Arizona",49,"2.4"
"4 wk ahead","Arkansas",49,"1.9"
"4 wk ahead","California",49,"3.3"
"4 wk ahead","Colorado",49,"1.9"
"4 wk ahead","Connecticut",49,"2.9"
"4 wk ahead","Delaware",49,"0.2"
"4 wk ahead","District of Columbia",49,"7.8"
"4 wk ahead","Georgia",49,"3.7"
"4 wk ahead","Hawaii",49,"3.5"
"4 wk ahead","Idaho",49,"1.8"
"4 wk ahead","Illinois",49,"2.8"
"4 wk ahead","Indiana",49,"2.3"
"4 wk ahead","Iowa",49,"0.8"
"4 wk ahead","Kansas",49,"2.9"
"4 wk ahead","Kentucky",49,"2.6"
"4 wk ahead","Louisiana",49,"3.6"
"4 wk ahead","Maine",49,"0.9"
"4 wk ahead","Maryland",49,"1.7"
"4 wk ahead","Massachusetts",49,"1.3"
"4 wk ahead","Michigan",49,"2.2"
"4 wk ahead","Minnesota",49,"2.3"
"4 wk ahead","Mississippi",49,"3.5"
"4 wk ahead","Missouri",49,"4.4"
"4 wk ahead","Montana",49,"0.2"
"4 wk ahead","Nebraska",49,"1.5"
"4 wk ahead","Nevada",49,"1.9"
"4 wk ahead","New Hampshire",49,"0.5"
"4 wk ahead","New Jersey",49,"5.5"
"4 wk ahead","New Mexico",49,"2.2"
"4 wk ahead","New York",49,"5.2"
"4 wk ahead","North Carolina",49,"2.6"
"4 wk ahead","North Dakota",49,"4.3"
"4 wk ahead","Ohio",49,"1.4"
"4 wk ahead","Oklahoma",49,"6.3"
"4 wk ahead","Oregon",49,"5.2"
"4 wk ahead","Pennsylvania",49,"2.9"
"4 wk ahead","Puerto Rico",49,"9.9"
"4 wk ahead","Rhode Island",49,"1.3"
"4 wk ahead","South Carolina",49,"4.5"
"4 wk ahead","South Dakota",49,"1.7"
"4 wk ahead","Tennessee",49,"3.8"
"4 wk ahead","Texas",49,"4.2"
"4 wk ahead","Utah",49,"3.4"
"4 wk ahead","Vermont",49,"1.0"
"4 wk ahead","Virgin Islands",49,"0.7"
"4 wk ahead","Virginia",49,"3.2"
"4 wk ahead","Washington",49,"2.3"
"4 wk ahead","West Virginia",49,"1.8"
"4 wk ahead","Wisconsin",49,"1.3"
"4 wk ahead","Wyoming",49,"1.7"
"4 wk ahead","Alabama",50,"4.1"
"4 wk ahead","Alaska",50,"3.0"
"4 wk ahead","Arizona",50,"2.1"
"4 wk ahead","Arkansas",50,"2.4"
"4 wk ahead","California",50,"3.0"
"4 wk ahead","Colorado",50,"1.6"
"4 wk ahead","Connecticut",50,"2.8"
"4 wk ahead","Delaware",50,"0.6"
"4 wk ahead","District of Columbia",50,"8.5"
"4 wk ahead","Georgia",50,"3.4"
"4 wk ahead","Hawaii",50,"4.4"
"4 wk ahead","Idaho",50,"2.3"
"4 wk ahead","Illinois",50,"2.9"
"4 wk ahead","Indiana",50,"2.0"
"4 wk ahead","Iowa",50,"1.0"
"4 wk ahead","Kansas",50,"3.4"
"4 wk ahead","Kentucky",50,"3.6"
"4 wk ahead","Louisiana",50,"3.7"
"4 wk ahead","Maine",50,"0.6"
"4 wk ahead","Maryland",50,"2.2"
"4 wk ahead","Massachusetts",50,"1.3"
"4 wk ahead","Michigan",50,"2.2"
"4 wk ahead","Minnesota",50,"2.3"
"4 wk ahead","Mississippi",50,"3.4"
"4 wk ahead","Missouri",50,"3.6"
"4 wk ahead","Montana",50,"0.4"
"4 wk ahead","Nebraska",50,"1.9"
"4 wk ahead","Nevada",50,"1.7"
"4 wk ahead","New Hampshire",50,"0.6"
"4 wk ahead","New Jersey",50,"5.1"
"4 wk ahead","New Mexico",50,"2.1"
"4 wk ahead","New York",50,"5.9"
"4 wk ahead","North Carolina",50,"2.2"
"4 wk ahead","North Dakota",50,"0.9"
"4 wk ahead","Ohio",50,"1.3"
"4 wk ahead","Oklahoma",50,"8.1"
"4 wk ahead","Oregon",50,"2.0"
"4 wk ahead","Pennsylvania",50,"2.7"
"4 wk ahead","Puerto Rico",50,"5.7"
"4 wk ahead","Rhode Island",50,"0.9"
"4 wk ahead","South Carolina",50,"3.7"
"4 wk ahead","South Dakota",50,"1.9"
"4 wk ahead","Tennessee",50,"4.1"
"4 wk ahead","Texas",50,"5.1"
"4 wk ahead","Utah",50,"2.9"
"4 wk ahead","Vermont",50,"1.2"
"4 wk ahead","Virgin Islands",50,"1.1"
"4 wk ahead","Virginia",50,"3.4"
"4 wk ahead","Washington",50,"2.1"
"4 wk ahead","West Virginia",50,"1.8"
"4 wk ahead","Wisconsin",50,"1.9"
"4 wk ahead","Wyoming",50,"3.5"
"4 wk ahead","Alabama",51,"6.1"
"4 wk ahead","Alaska",51,"2.0"
"4 wk ahead","Arizona",51,"2.4"
"4 wk ahead","Arkansas",51,"3.1"
"4 wk ahead","California",51,"2.8"
"4 wk ahead","Colorado",51,"2.2"
"4 wk ahead","Connecticut",51,"3.3"
"4 wk ahead","Delaware",51,"0.4"
"4 wk ahead","District of Columbia",51,"5.0"
"4 wk ahead","Georgia",51,"4.2"
"4 wk ahead","Hawaii",51,"3.6"
"4 wk ahead","Idaho",51,"2.8"
"4 wk ahead","Illinois",51,"3.0"
"4 wk ahead","Indiana",51,"2.1"
"4 wk ahead","Iowa",51,"1.8"
"4 wk ahead","Kansas",51,"5.1"
"4 wk ahead","Kentucky",51,"4.4"
"4 wk ahead","Louisiana",51,"4.1"
"4 wk ahead","Maine",51,"0.9"
"4 wk ahead","Maryland",51,"2.7"
"4 wk ahead","Massachusetts",51,"1.5"
"4 wk ahead","Michigan",51,"2.1"
"4 wk ahead","Minnesota",51,"3.4"
"4 wk ahead","Mississippi",51,"4.2"
"4 wk ahead","Missouri",51,"3.7"
"4 wk ahead","Montana",51,"0.5"
"4 wk ahead","Nebraska",51,"2.9"
"4 wk ahead","Nevada",51,"1.6"
"4 wk ahead","New Hampshire",51,"0.5"
"4 wk ahead","New Jersey",51,"6.0"
"4 wk ahead","New Mexico",51,"2.7"
"4 wk ahead","New York",51,"6.8"
"4 wk ahead","North Carolina",51,"2.7"
"4 wk ahead","North Dakota",51,"1.9"
"4 wk ahead","Ohio",51,"1.7"
"4 wk ahead","Oklahoma",51,"8.8"
"4 wk ahead","Oregon",51,"2.6"
"4 wk ahead","Pennsylvania",51,"3.4"
"4 wk ahead","Puerto Rico",51,"5.4"
"4 wk ahead","Rhode Island",51,"0.8"
"4 wk ahead","South Carolina",51,"5.7"
"4 wk ahead","South Dakota",51,"2.6"
"4 wk ahead","Tennessee",51,"4.1"
"4 wk ahead","Texas",51,"5.5"
"4 wk ahead","Utah",51,"2.9"
"4 wk ahead","Vermont",51,"1.2"
"4 wk ahead","Virgin Islands",51,"0.9"
"4 wk ahead","Virginia",51,"3.2"
"4 wk ahead","Washington",51,"3.8"
"4 wk ahead","West Virginia",51,"2.6"
"4 wk ahead","Wisconsin",51,"2.6"
"4 wk ahead","Wyoming",51,"2.6"
"4 wk ahead","Alabama",52,"5.3"
"4 wk ahead","Alaska",52,"1.9"
"4 wk ahead","Arizona",52,"2.2"
"4 wk ahead","Arkansas",52,"4.0"
"4 wk ahead","California",52,"3.1"
"4 wk ahead","Colorado",52,"1.9"
"4 wk ahead","Connecticut",52,"3.7"
"4 wk ahead","Delaware",52,"0.4"
"4 wk ahead","District of Columbia",52,"7.4"
"4 wk ahead","Georgia",52,"4.2"
"4 wk ahead","Hawaii",52,"5.1"
"4 wk ahead","Idaho",52,"1.7"
"4 wk ahead","Illinois",52,"3.2"
"4 wk ahead","Indiana",52,"3.4"
"4 wk ahead","Iowa",52,"2.6"
"4 wk ahead","Kansas",52,"5.6"
"4 wk ahead","Kentucky",52,"4.9"
"4 wk ahead","Louisiana",52,"4.2"
"4 wk ahead","Maine",52,"0.8"
"4 wk ahead","Maryland",52,"2.9"
"4 wk ahead","Massachusetts",52,"1.8"
"4 wk ahead","Michigan",52,"2.4"
"4 wk ahead","Minnesota",52,"3.4"
"4 wk ahead","Mississippi",52,"3.6"
"4 wk ahead","Missouri",52,"5.7"
"4 wk ahead","Montana",52,"0.3"
"4 wk ahead","Nebraska",52,"2.6"
"4 wk ahead","Nevada",52,"1.5"
"4 wk ahead","New Hampshire",52,"0.7"
"4 wk ahead","New Jersey",52,"6.2"
"4 wk ahead","New Mexico",52,"2.9"
"4 wk ahead","New York",52,"7.5"
"4 wk ahead","North Carolina",52,"2.8"
"4 wk ahead","North Dakota",52,"3.9"
"4 wk ahead","Ohio",52,"1.9"
"4 wk ahead","Oklahoma",52,"11.5"
"4 wk ahead","Oregon",52,"3.0"
"4 wk ahead","Pennsylvania",52,"4.0"
"4 wk ahead","Puerto Rico",52,"6.0"
"4 wk ahead","Rhode Island",52,"1.8"
"4 wk ahead","South Carolina",52,"6.3"
"4 wk ahead","South Dakota",52,"3.3"
"4 wk ahead","Tennessee",52,"4.2"
"4 wk ahead","Texas",52,"6.2"
"4 wk ahead","Utah",52,"2.0"
"4 wk ahead","Vermont",52,"1.4"
"4 wk ahead","Virgin Islands",52,"0.6"
"4 wk ahead","Virginia",52,"3.3"
"4 wk ahead","Washington",52,"2.5"
"4 wk ahead","West Virginia",52,"2.6"
"4 wk ahead","Wisconsin",52,"2.7"
"4 wk ahead","Wyoming",52,"3.0"
"4 wk ahead","Alabama",1,"6.5"
"4 wk ahead","Alaska",1,"2.3"
"4 wk ahead","Arizona",1,"2.4"
"4 wk ahead","Arkansas",1,"6.7"
"4 wk ahead","California",1,"3.2"
"4 wk ahead","Colorado",1,"2.3"
"4 wk ahead","Connecticut",1,"4.4"
"4 wk ahead","Delaware",1,"0.7"
"4 wk ahead","District of Columbia",1,"8.9"
"4 wk ahead","Georgia",1,"4.7"
"4 wk ahead","Hawaii",1,"4.3"
"4 wk ahead","Idaho",1,"1.7"
"4 wk ahead","Illinois",1,"3.6"
"4 wk ahead","Indiana",1,"4.6"
"4 wk ahead","Iowa",1,"2.3"
"4 wk ahead","Kansas",1,"8.5"
"4 wk ahead","Kentucky",1,"4.5"
"4 wk ahead","Louisiana",1,"5.2"
"4 wk ahead","Maine",1,"0.9"
"4 wk ahead","Maryland",1,"2.9"
"4 wk ahead","Massachusetts",1,"2.2"
"4 wk ahead","Michigan",1,"3.2"
"4 wk ahead","Minnesota",1,"3.4"
"4 wk ahead","Mississippi",1,"5.5"
"4 wk ahead","Missouri",1,"6.5"
"4 wk ahead","Montana",1,"0.5"
"4 wk ahead","Nebraska",1,"3.2"
"4 wk ahead","Nevada",1,"1.8"
"4 wk ahead","New Hampshire",1,"0.6"
"4 wk ahead","New Jersey",1,"6.8"
"4 wk ahead","New Mexico",1,"4.1"
"4 wk ahead","New York",1,"8.7"
"4 wk ahead","North Carolina",1,"5.2"
"4 wk ahead","North Dakota",1,"3.8"
"4 wk ahead","Ohio",1,"1.7"
"4 wk ahead","Oklahoma",1,"13.0"
"4 wk ahead","Oregon",1,"3.2"
"4 wk ahead","Pennsylvania",1,"4.2"
"4 wk ahead","Puerto Rico",1,"5.7"
"4 wk ahead","Rhode Island",1,"2.5"
"4 wk ahead","South Carolina",1,"7.1"
"4 wk ahead","South Dakota",1,"4.1"
"4 wk ahead","Tennessee",1,"4.9"
"4 wk ahead","Texas",1,"8.1"
"4 wk ahead","Utah",1,"1.6"
"4 wk ahead","Vermont",1,"1.9"
"4 wk ahead","Virgin Islands",1,"0.7"
"4 wk ahead","Virginia",1,"3.7"
"4 wk ahead","Washington",1,"1.9"
"4 wk ahead","West Virginia",1,"2.9"
"4 wk ahead","Wisconsin",1,"3.4"
"4 wk ahead","Wyoming",1,"4.3"
"4 wk ahead","Alabama",2,"7.8"
"4 wk ahead","Alaska",2,"3.7"
"4 wk ahead","Arizona",2,"2.5"
"4 wk ahead","Arkansas",2,"9.8"
"4 wk ahead","California",2,"2.7"
"4 wk ahead","Colorado",2,"2.0"
"4 wk ahead","Connecticut",2,"5.5"
"4 wk ahead","Delaware",2,"0.6"
"4 wk ahead","District of Columbia",2,"9.4"
"4 wk ahead","Georgia",2,"5.1"
"4 wk ahead","Hawaii",2,"3.8"
"4 wk ahead","Idaho",2,"1.8"
"4 wk ahead","Illinois",2,"4.4"
"4 wk ahead","Indiana",2,"4.7"
"4 wk ahead","Iowa",2,"3.2"
"4 wk ahead","Kansas",2,"10.4"
"4 wk ahead","Kentucky",2,"6.5"
"4 wk ahead","Louisiana",2,"6.0"
"4 wk ahead","Maine",2,"1.6"
"4 wk ahead","Maryland",2,"4.6"
"4 wk ahead","Massachusetts",2,"2.7"
"4 wk ahead","Michigan",2,"3.7"
"4 wk ahead","Minnesota",2,"4.4"
"4 wk ahead","Mississippi",2,"6.4"
"4 wk ahead","Missouri",2,"6.7"
"4 wk ahead","Montana",2,"0.5"
"4 wk ahead","Nebraska",2,"4.2"
"4 wk ahead","Nevada",2,"1.8"
"4 wk ahead","New Hampshire",2,"1.2"
"4 wk ahead","New Jersey",2,"6.9"
"4 wk ahead","New Mexico",2,"4.9"
"4 wk ahead","New York",2,"9.8"
"4 wk ahead","North Carolina",2,"5.6"
"4 wk ahead","North Dakota",2,"5.2"
"4 wk ahead","Ohio",2,"3.0"
"4 wk ahead","Oklahoma",2,"13.0"
"4 wk ahead","Oregon",2,"3.3"
"4 wk ahead","Pennsylvania",2,"5.8"
"4 wk ahead","Puerto Rico",2,"5.7"
"4 wk ahead","Rhode Island",2,"4.1"
"4 wk ahead","South Carolina",2,"6.8"
"4 wk ahead","South Dakota",2,"4.9"
"4 wk ahead","Tennessee",2,"7.4"
"4 wk ahead","Texas",2,"10.3"
"4 wk ahead","Utah",2,"1.6"
"4 wk ahead","Vermont",2,"1.3"
"4 wk ahead","Virgin Islands",2,"1.8"
"4 wk ahead","Virginia",2,"5.2"
"4 wk ahead","Washington",2,"1.2"
"4 wk ahead","West Virginia",2,"2.9"
"4 wk ahead","Wisconsin",2,"3.7"
"4 wk ahead","Wyoming",2,"3.8"
"4 wk ahead","Alabama",3,"7.6"
"4 wk ahead","Alaska",3,"4.3"
"4 wk ahead","Arizona",3,"2.3"
"4 wk ahead","Arkansas",3,"9.2"
"4 wk ahead","California",3,"2.5"
"4 wk ahead","Colorado",3,"3.5"
"4 wk ahead","Connecticut",3,"5.3"
"4 wk ahead","Delaware",3,"1.3"
"4 wk ahead","District of Columbia",3,"8.5"
"4 wk ahead","Georgia",3,"6.2"
"4 wk ahead","Hawaii",3,"3.7"
"4 wk ahead","Idaho",3,"2.0"
"4 wk ahead","Illinois",3,"4.8"
"4 wk ahead","Indiana",3,"6.0"
"4 wk ahead","Iowa",3,"2.8"
"4 wk ahead","Kansas",3,"8.7"
"4 wk ahead","Kentucky",3,"9.2"
"4 wk ahead","Louisiana",3,"5.7"
"4 wk ahead","Maine",3,"1.2"
"4 wk ahead","Maryland",3,"6.1"
"4 wk ahead","Massachusetts",3,"2.4"
"4 wk ahead","Michigan",3,"4.6"
"4 wk ahead","Minnesota",3,"4.5"
"4 wk ahead","Mississippi",3,"6.3"
"4 wk ahead","Missouri",3,"5.0"
"4 wk ahead","Montana",3,"0.1"
"4 wk ahead","Nebraska",3,"2.3"
"4 wk ahead","Nevada",3,"1.3"
"4 wk ahead","New Hampshire",3,"1.7"
"4 wk ahead","New Jersey",3,"5.6"
"4 wk ahead","New Mexico",3,"4.8"
"4 wk ahead","New York",3,"8.3"
"4 wk ahead","North Carolina",3,"6.7"
"4 wk ahead","North Dakota",3,"3.8"
"4 wk ahead","Ohio",3,"3.1"
"4 wk ahead","Oklahoma",3,"11.7"
"4 wk ahead","Oregon",3,"2.9"
"4 wk ahead","Pennsylvania",3,"4.7"
"4 wk ahead","Puerto Rico",3,"4.8"
"4 wk ahead","Rhode Island",3,"4.1"
"4 wk ahead","South Carolina",3,"6.7"
"4 wk ahead","South Dakota",3,"4.5"
"4 wk ahead","Tennessee",3,"7.1"
"4 wk ahead","Texas",3,"9.3"
