Age_Grp,Target,Type,Unit,Bin_start_incl,Bin_end_notincl,Value
65 + yr,3 wk ahead,Bin,rate,5,5.1,0.001663894
65 + yr,3 wk ahead,Bin,rate,5.1,5.2,0.001663894
65 + yr,3 wk ahead,Bin,rate,5.2,5.3,0.001663894
65 + yr,3 wk ahead,Bin,rate,5.3,5.4,0.001663894
65 + yr,3 wk ahead,Bin,rate,5.4,5.5,0.001663894
65 + yr,3 wk ahead,Bin,rate,5.5,5.6,0.001663894
65 + yr,3 wk ahead,Bin,rate,5.6,5.7,0.001663894
65 + yr,3 wk ahead,Bin,rate,5.7,5.8,0.001663894
65 + yr,3 wk ahead,Bin,rate,5.8,5.9,0.001663894
65 + yr,3 wk ahead,Bin,rate,5.9,6,0.001663894
65 + yr,3 wk ahead,Bin,rate,6,6.1,0.001663894
65 + yr,3 wk ahead,Bin,rate,6.1,6.2,0.001663894
65 + yr,3 wk ahead,Bin,rate,6.2,6.3,0.001663894
65 + yr,3 wk ahead,Bin,rate,6.3,6.4,0.001663894
65 + yr,3 wk ahead,Bin,rate,6.4,6.5,0.001663894
65 + yr,3 wk ahead,Bin,rate,6.5,6.6,0.001663894
65 + yr,3 wk ahead,Bin,rate,6.6,6.7,0.001663894
65 + yr,3 wk ahead,Bin,rate,6.7,6.8,0.001663894
65 + yr,3 wk ahead,Bin,rate,6.8,6.9,0.001663894
65 + yr,3 wk ahead,Bin,rate,6.9,7,0.001663894
65 + yr,3 wk ahead,Bin,rate,7,7.1,0.001663894
65 + yr,3 wk ahead,Bin,rate,7.1,7.2,0.001663894
65 + yr,3 wk ahead,Bin,rate,7.2,7.3,0.001663894
65 + yr,3 wk ahead,Bin,rate,7.3,7.4,0.001663894
65 + yr,3 wk ahead,Bin,rate,7.4,7.5,0.001663894
65 + yr,3 wk ahead,Bin,rate,7.5,7.6,0.001663894
65 + yr,3 wk ahead,Bin,rate,7.6,7.7,0.001663894
65 + yr,3 wk ahead,Bin,rate,7.7,7.8,0.001663894
65 + yr,3 wk ahead,Bin,rate,7.8,7.9,0.001663894
65 + yr,3 wk ahead,Bin,rate,7.9,8,0.001663894
65 + yr,3 wk ahead,Bin,rate,8,8.1,0.001663894
65 + yr,3 wk ahead,Bin,rate,8.1,8.2,0.001663894
65 + yr,3 wk ahead,Bin,rate,8.2,8.3,0.001663894
65 + yr,3 wk ahead,Bin,rate,8.3,8.4,0.001663894
65 + yr,3 wk ahead,Bin,rate,8.4,8.5,0.001663894
65 + yr,3 wk ahead,Bin,rate,8.5,8.6,0.001663894
65 + yr,3 wk ahead,Bin,rate,8.6,8.7,0.001663894
65 + yr,3 wk ahead,Bin,rate,8.7,8.8,0.001663894
65 + yr,3 wk ahead,Bin,rate,8.8,8.9,0.001663894
65 + yr,3 wk ahead,Bin,rate,8.9,9,0.001663894
65 + yr,3 wk ahead,Bin,rate,9,9.1,0.001663894
65 + yr,3 wk ahead,Bin,rate,9.1,9.2,0.001663894
65 + yr,3 wk ahead,Bin,rate,9.2,9.3,0.001663894
65 + yr,3 wk ahead,Bin,rate,9.3,9.4,0.001663894
65 + yr,3 wk ahead,Bin,rate,9.4,9.5,0.001663894
65 + yr,3 wk ahead,Bin,rate,9.5,9.6,0.001663894
65 + yr,3 wk ahead,Bin,rate,9.6,9.7,0.001663894
65 + yr,3 wk ahead,Bin,rate,9.7,9.8,0.001663894
65 + yr,3 wk ahead,Bin,rate,9.8,9.9,0.001663894
65 + yr,3 wk ahead,Bin,rate,9.9,10,0.001663894
65 + yr,3 wk ahead,Bin,rate,10,10.1,0.001663894
65 + yr,3 wk ahead,Bin,rate,10.1,10.2,0.001663894
65 + yr,3 wk ahead,Bin,rate,10.2,10.3,0.001663894
65 + yr,3 wk ahead,Bin,rate,10.3,10.4,0.001663894
65 + yr,3 wk ahead,Bin,rate,10.4,10.5,0.001663894
65 + yr,3 wk ahead,Bin,rate,10.5,10.6,0.001663894
65 + yr,3 wk ahead,Bin,rate,10.6,10.7,0.001663894
65 + yr,3 wk ahead,Bin,rate,10.7,10.8,0.001663894
65 + yr,3 wk ahead,Bin,rate,10.8,10.9,0.001663894
65 + yr,3 wk ahead,Bin,rate,10.9,11,0.001663894
65 + yr,3 wk ahead,Bin,rate,11,11.1,0.001663894
65 + yr,3 wk ahead,Bin,rate,11.1,11.2,0.001663894
65 + yr,3 wk ahead,Bin,rate,11.2,11.3,0.001663894
65 + yr,3 wk ahead,Bin,rate,11.3,11.4,0.001663894
65 + yr,3 wk ahead,Bin,rate,11.4,11.5,0.001663894
65 + yr,3 wk ahead,Bin,rate,11.5,11.6,0.001663894
65 + yr,3 wk ahead,Bin,rate,11.6,11.7,0.001663894
65 + yr,3 wk ahead,Bin,rate,11.7,11.8,0.001663894
65 + yr,3 wk ahead,Bin,rate,11.8,11.9,0.001663894
65 + yr,3 wk ahead,Bin,rate,11.9,12,0.001663894
65 + yr,3 wk ahead,Bin,rate,12,12.1,0.001663894
65 + yr,3 wk ahead,Bin,rate,12.1,12.2,0.001663894
65 + yr,3 wk ahead,Bin,rate,12.2,12.3,0.001663894
65 + yr,3 wk ahead,Bin,rate,12.3,12.4,0.001663894
65 + yr,3 wk ahead,Bin,rate,12.4,12.5,0.001663894
65 + yr,3 wk ahead,Bin,rate,12.5,12.6,0.001663894
65 + yr,3 wk ahead,Bin,rate,12.6,12.7,0.001663894
65 + yr,3 wk ahead,Bin,rate,12.7,12.8,0.001663894
65 + yr,3 wk ahead,Bin,rate,12.8,12.9,0.001663894
65 + yr,3 wk ahead,Bin,rate,12.9,13,0.001663894
65 + yr,3 wk ahead,Bin,rate,13,13.1,0.001663894
65 + yr,3 wk ahead,Bin,rate,13.1,13.2,0.001663894
65 + yr,3 wk ahead,Bin,rate,13.2,13.3,0.001663894
65 + yr,3 wk ahead,Bin,rate,13.3,13.4,0.001663894
65 + yr,3 wk ahead,Bin,rate,13.4,13.5,0.001663894
65 + yr,3 wk ahead,Bin,rate,13.5,13.6,0.001663894
65 + yr,3 wk ahead,Bin,rate,13.6,13.7,0.001663894
65 + yr,3 wk ahead,Bin,rate,13.7,13.8,0.001663894
65 + yr,3 wk ahead,Bin,rate,13.8,13.9,0.001663894
65 + yr,3 wk ahead,Bin,rate,13.9,14,0.001663894
65 + yr,3 wk ahead,Bin,rate,14,14.1,0.001663894
65 + yr,3 wk ahead,Bin,rate,14.1,14.2,0.001663894
65 + yr,3 wk ahead,Bin,rate,14.2,14.3,0.001663894
65 + yr,3 wk ahead,Bin,rate,14.3,14.4,0.001663894
65 + yr,3 wk ahead,Bin,rate,14.4,14.5,0.001663894
65 + yr,3 wk ahead,Bin,rate,14.5,14.6,0.001663894
65 + yr,3 wk ahead,Bin,rate,14.6,14.7,0.001663894
65 + yr,3 wk ahead,Bin,rate,14.7,14.8,0.001663894
65 + yr,3 wk ahead,Bin,rate,14.8,14.9,0.001663894
65 + yr,3 wk ahead,Bin,rate,14.9,15,0.001663894
65 + yr,3 wk ahead,Bin,rate,15,15.1,0.001663894
65 + yr,3 wk ahead,Bin,rate,15.1,15.2,0.001663894
65 + yr,3 wk ahead,Bin,rate,15.2,15.3,0.001663894
65 + yr,3 wk ahead,Bin,rate,15.3,15.4,0.001663894
65 + yr,3 wk ahead,Bin,rate,15.4,15.5,0.001663894
65 + yr,3 wk ahead,Bin,rate,15.5,15.6,0.001663894
65 + yr,3 wk ahead,Bin,rate,15.6,15.7,0.001663894
65 + yr,3 wk ahead,Bin,rate,15.7,15.8,0.001663894
65 + yr,3 wk ahead,Bin,rate,15.8,15.9,0.001663894
65 + yr,3 wk ahead,Bin,rate,15.9,16,0.001663894
65 + yr,3 wk ahead,Bin,rate,16,16.1,0.001663894
65 + yr,3 wk ahead,Bin,rate,16.1,16.2,0.001663894
65 + yr,3 wk ahead,Bin,rate,16.2,16.3,0.001663894
65 + yr,3 wk ahead,Bin,rate,16.3,16.4,0.001663894
65 + yr,3 wk ahead,Bin,rate,16.4,16.5,0.001663894
65 + yr,3 wk ahead,Bin,rate,16.5,16.6,0.001663894
65 + yr,3 wk ahead,Bin,rate,16.6,16.7,0.001663894
65 + yr,3 wk ahead,Bin,rate,16.7,16.8,0.001663894
65 + yr,3 wk ahead,Bin,rate,16.8,16.9,0.001663894
65 + yr,3 wk ahead,Bin,rate,16.9,17,0.001663894
65 + yr,3 wk ahead,Bin,rate,17,17.1,0.001663894
65 + yr,3 wk ahead,Bin,rate,17.1,17.2,0.001663894
65 + yr,3 wk ahead,Bin,rate,17.2,17.3,0.001663894
65 + yr,3 wk ahead,Bin,rate,17.3,17.4,0.001663894
65 + yr,3 wk ahead,Bin,rate,17.4,17.5,0.001663894
65 + yr,3 wk ahead,Bin,rate,17.5,17.6,0.001663894
65 + yr,3 wk ahead,Bin,rate,17.6,17.7,0.001663894
65 + yr,3 wk ahead,Bin,rate,17.7,17.8,0.001663894
65 + yr,3 wk ahead,Bin,rate,17.8,17.9,0.001663894
65 + yr,3 wk ahead,Bin,rate,17.9,18,0.001663894
65 + yr,3 wk ahead,Bin,rate,18,18.1,0.001663894
65 + yr,3 wk ahead,Bin,rate,18.1,18.2,0.001663894
65 + yr,3 wk ahead,Bin,rate,18.2,18.3,0.001663894
65 + yr,3 wk ahead,Bin,rate,18.3,18.4,0.001663894
65 + yr,3 wk ahead,Bin,rate,18.4,18.5,0.001663894
65 + yr,3 wk ahead,Bin,rate,18.5,18.6,0.001663894
65 + yr,3 wk ahead,Bin,rate,18.6,18.7,0.001663894
65 + yr,3 wk ahead,Bin,rate,18.7,18.8,0.001663894
65 + yr,3 wk ahead,Bin,rate,18.8,18.9,0.001663894
65 + yr,3 wk ahead,Bin,rate,18.9,19,0.001663894
65 + yr,3 wk ahead,Bin,rate,19,19.1,0.001663894
65 + yr,3 wk ahead,Bin,rate,19.1,19.2,0.001663894
65 + yr,3 wk ahead,Bin,rate,19.2,19.3,0.001663894
65 + yr,3 wk ahead,Bin,rate,19.3,19.4,0.001663894
65 + yr,3 wk ahead,Bin,rate,19.4,19.5,0.001663894
65 + yr,3 wk ahead,Bin,rate,19.5,19.6,0.001663894
65 + yr,3 wk ahead,Bin,rate,19.6,19.7,0.001663894
65 + yr,3 wk ahead,Bin,rate,19.7,19.8,0.001663894
65 + yr,3 wk ahead,Bin,rate,19.8,19.9,0.001663894
65 + yr,3 wk ahead,Bin,rate,19.9,20,0.001663894
65 + yr,3 wk ahead,Bin,rate,20,20.1,0.001663894
65 + yr,3 wk ahead,Bin,rate,20.1,20.2,0.001663894
65 + yr,3 wk ahead,Bin,rate,20.2,20.3,0.001663894
65 + yr,3 wk ahead,Bin,rate,20.3,20.4,0.001663894
65 + yr,3 wk ahead,Bin,rate,20.4,20.5,0.001663894
65 + yr,3 wk ahead,Bin,rate,20.5,20.6,0.001663894
65 + yr,3 wk ahead,Bin,rate,20.6,20.7,0.001663894
65 + yr,3 wk ahead,Bin,rate,20.7,20.8,0.001663894
65 + yr,3 wk ahead,Bin,rate,20.8,20.9,0.001663894
65 + yr,3 wk ahead,Bin,rate,20.9,21,0.001663894
65 + yr,3 wk ahead,Bin,rate,21,21.1,0.001663894
65 + yr,3 wk ahead,Bin,rate,21.1,21.2,0.001663894
65 + yr,3 wk ahead,Bin,rate,21.2,21.3,0.001663894
65 + yr,3 wk ahead,Bin,rate,21.3,21.4,0.001663894
65 + yr,3 wk ahead,Bin,rate,21.4,21.5,0.001663894
65 + yr,3 wk ahead,Bin,rate,21.5,21.6,0.001663894
65 + yr,3 wk ahead,Bin,rate,21.6,21.7,0.001663894
65 + yr,3 wk ahead,Bin,rate,21.7,21.8,0.001663894
65 + yr,3 wk ahead,Bin,rate,21.8,21.9,0.001663894
65 + yr,3 wk ahead,Bin,rate,21.9,22,0.001663894
65 + yr,3 wk ahead,Bin,rate,22,22.1,0.001663894
65 + yr,3 wk ahead,Bin,rate,22.1,22.2,0.001663894
65 + yr,3 wk ahead,Bin,rate,22.2,22.3,0.001663894
65 + yr,3 wk ahead,Bin,rate,22.3,22.4,0.001663894
65 + yr,3 wk ahead,Bin,rate,22.4,22.5,0.001663894
65 + yr,3 wk ahead,Bin,rate,22.5,22.6,0.001663894
65 + yr,3 wk ahead,Bin,rate,22.6,22.7,0.001663894
65 + yr,3 wk ahead,Bin,rate,22.7,22.8,0.001663894
65 + yr,3 wk ahead,Bin,rate,22.8,22.9,0.001663894
65 + yr,3 wk ahead,Bin,rate,22.9,23,0.001663894
65 + yr,3 wk ahead,Bin,rate,23,23.1,0.001663894
65 + yr,3 wk ahead,Bin,rate,23.1,23.2,0.001663894
65 + yr,3 wk ahead,Bin,rate,23.2,23.3,0.001663894
65 + yr,3 wk ahead,Bin,rate,23.3,23.4,0.001663894
65 + yr,3 wk ahead,Bin,rate,23.4,23.5,0.001663894
65 + yr,3 wk ahead,Bin,rate,23.5,23.6,0.001663894
65 + yr,3 wk ahead,Bin,rate,23.6,23.7,0.001663894
65 + yr,3 wk ahead,Bin,rate,23.7,23.8,0.001663894
65 + yr,3 wk ahead,Bin,rate,23.8,23.9,0.001663894
65 + yr,3 wk ahead,Bin,rate,23.9,24,0.001663894
65 + yr,3 wk ahead,Bin,rate,24,24.1,0.001663894
65 + yr,3 wk ahead,Bin,rate,24.1,24.2,0.001663894
65 + yr,3 wk ahead,Bin,rate,24.2,24.3,0.001663894
65 + yr,3 wk ahead,Bin,rate,24.3,24.4,0.001663894
65 + yr,3 wk ahead,Bin,rate,24.4,24.5,0.001663894
65 + yr,3 wk ahead,Bin,rate,24.5,24.6,0.001663894
65 + yr,3 wk ahead,Bin,rate,24.6,24.7,0.001663894
65 + yr,3 wk ahead,Bin,rate,24.7,24.8,0.001663894
65 + yr,3 wk ahead,Bin,rate,24.8,24.9,0.001663894
65 + yr,3 wk ahead,Bin,rate,24.9,25,0.001663894
65 + yr,3 wk ahead,Bin,rate,25,25.1,0.001663894
65 + yr,3 wk ahead,Bin,rate,25.1,25.2,0.001663894
65 + yr,3 wk ahead,Bin,rate,25.2,25.3,0.001663894
65 + yr,3 wk ahead,Bin,rate,25.3,25.4,0.001663894
65 + yr,3 wk ahead,Bin,rate,25.4,25.5,0.001663894
65 + yr,3 wk ahead,Bin,rate,25.5,25.6,0.001663894
65 + yr,3 wk ahead,Bin,rate,25.6,25.7,0.001663894
65 + yr,3 wk ahead,Bin,rate,25.7,25.8,0.001663894
65 + yr,3 wk ahead,Bin,rate,25.8,25.9,0.001663894
65 + yr,3 wk ahead,Bin,rate,25.9,26,0.001663894
65 + yr,3 wk ahead,Bin,rate,26,26.1,0.001663894
65 + yr,3 wk ahead,Bin,rate,26.1,26.2,0.001663894
65 + yr,3 wk ahead,Bin,rate,26.2,26.3,0.001663894
65 + yr,3 wk ahead,Bin,rate,26.3,26.4,0.001663894
65 + yr,3 wk ahead,Bin,rate,26.4,26.5,0.001663894
65 + yr,3 wk ahead,Bin,rate,26.5,26.6,0.001663894
65 + yr,3 wk ahead,Bin,rate,26.6,26.7,0.001663894
65 + yr,3 wk ahead,Bin,rate,26.7,26.8,0.001663894
65 + yr,3 wk ahead,Bin,rate,26.8,26.9,0.001663894
65 + yr,3 wk ahead,Bin,rate,26.9,27,0.001663894
65 + yr,3 wk ahead,Bin,rate,27,27.1,0.001663894
65 + yr,3 wk ahead,Bin,rate,27.1,27.2,0.001663894
65 + yr,3 wk ahead,Bin,rate,27.2,27.3,0.001663894
65 + yr,3 wk ahead,Bin,rate,27.3,27.4,0.001663894
65 + yr,3 wk ahead,Bin,rate,27.4,27.5,0.001663894
65 + yr,3 wk ahead,Bin,rate,27.5,27.6,0.001663894
65 + yr,3 wk ahead,Bin,rate,27.6,27.7,0.001663894
65 + yr,3 wk ahead,Bin,rate,27.7,27.8,0.001663894
65 + yr,3 wk ahead,Bin,rate,27.8,27.9,0.001663894
65 + yr,3 wk ahead,Bin,rate,27.9,28,0.001663894
65 + yr,3 wk ahead,Bin,rate,28,28.1,0.001663894
65 + yr,3 wk ahead,Bin,rate,28.1,28.2,0.001663894
65 + yr,3 wk ahead,Bin,rate,28.2,28.3,0.001663894
65 + yr,3 wk ahead,Bin,rate,28.3,28.4,0.001663894
65 + yr,3 wk ahead,Bin,rate,28.4,28.5,0.001663894
65 + yr,3 wk ahead,Bin,rate,28.5,28.6,0.001663894
65 + yr,3 wk ahead,Bin,rate,28.6,28.7,0.001663894
65 + yr,3 wk ahead,Bin,rate,28.7,28.8,0.001663894
65 + yr,3 wk ahead,Bin,rate,28.8,28.9,0.001663894
65 + yr,3 wk ahead,Bin,rate,28.9,29,0.001663894
65 + yr,3 wk ahead,Bin,rate,29,29.1,0.001663894
65 + yr,3 wk ahead,Bin,rate,29.1,29.2,0.001663894
65 + yr,3 wk ahead,Bin,rate,29.2,29.3,0.001663894
65 + yr,3 wk ahead,Bin,rate,29.3,29.4,0.001663894
65 + yr,3 wk ahead,Bin,rate,29.4,29.5,0.001663894
65 + yr,3 wk ahead,Bin,rate,29.5,29.6,0.001663894
65 + yr,3 wk ahead,Bin,rate,29.6,29.7,0.001663894
65 + yr,3 wk ahead,Bin,rate,29.7,29.8,0.001663894
65 + yr,3 wk ahead,Bin,rate,29.8,29.9,0.001663894
65 + yr,3 wk ahead,Bin,rate,29.9,30,0.001663894
65 + yr,3 wk ahead,Bin,rate,30,30.1,0.001663894
65 + yr,3 wk ahead,Bin,rate,30.1,30.2,0.001663894
65 + yr,3 wk ahead,Bin,rate,30.2,30.3,0.001663894
65 + yr,3 wk ahead,Bin,rate,30.3,30.4,0.001663894
65 + yr,3 wk ahead,Bin,rate,30.4,30.5,0.001663894
65 + yr,3 wk ahead,Bin,rate,30.5,30.6,0.001663894
65 + yr,3 wk ahead,Bin,rate,30.6,30.7,0.001663894
65 + yr,3 wk ahead,Bin,rate,30.7,30.8,0.001663894
65 + yr,3 wk ahead,Bin,rate,30.8,30.9,0.001663894
65 + yr,3 wk ahead,Bin,rate,30.9,31,0.001663894
65 + yr,3 wk ahead,Bin,rate,31,31.1,0.001663894
65 + yr,3 wk ahead,Bin,rate,31.1,31.2,0.001663894
65 + yr,3 wk ahead,Bin,rate,31.2,31.3,0.001663894
65 + yr,3 wk ahead,Bin,rate,31.3,31.4,0.001663894
65 + yr,3 wk ahead,Bin,rate,31.4,31.5,0.001663894
65 + yr,3 wk ahead,Bin,rate,31.5,31.6,0.001663894
65 + yr,3 wk ahead,Bin,rate,31.6,31.7,0.001663894
65 + yr,3 wk ahead,Bin,rate,31.7,31.8,0.001663894
65 + yr,3 wk ahead,Bin,rate,31.8,31.9,0.001663894
65 + yr,3 wk ahead,Bin,rate,31.9,32,0.001663894
65 + yr,3 wk ahead,Bin,rate,32,32.1,0.001663894
65 + yr,3 wk ahead,Bin,rate,32.1,32.2,0.001663894
65 + yr,3 wk ahead,Bin,rate,32.2,32.3,0.001663894
65 + yr,3 wk ahead,Bin,rate,32.3,32.4,0.001663894
65 + yr,3 wk ahead,Bin,rate,32.4,32.5,0.001663894
65 + yr,3 wk ahead,Bin,rate,32.5,32.6,0.001663894
65 + yr,3 wk ahead,Bin,rate,32.6,32.7,0.001663894
65 + yr,3 wk ahead,Bin,rate,32.7,32.8,0.001663894
65 + yr,3 wk ahead,Bin,rate,32.8,32.9,0.001663894
65 + yr,3 wk ahead,Bin,rate,32.9,33,0.001663894
65 + yr,3 wk ahead,Bin,rate,33,33.1,0.001663894
65 + yr,3 wk ahead,Bin,rate,33.1,33.2,0.001663894
65 + yr,3 wk ahead,Bin,rate,33.2,33.3,0.001663894
65 + yr,3 wk ahead,Bin,rate,33.3,33.4,0.001663894
65 + yr,3 wk ahead,Bin,rate,33.4,33.5,0.001663894
65 + yr,3 wk ahead,Bin,rate,33.5,33.6,0.001663894
65 + yr,3 wk ahead,Bin,rate,33.6,33.7,0.001663894
65 + yr,3 wk ahead,Bin,rate,33.7,33.8,0.001663894
65 + yr,3 wk ahead,Bin,rate,33.8,33.9,0.001663894
65 + yr,3 wk ahead,Bin,rate,33.9,34,0.001663894
65 + yr,3 wk ahead,Bin,rate,34,34.1,0.001663894
65 + yr,3 wk ahead,Bin,rate,34.1,34.2,0.001663894
65 + yr,3 wk ahead,Bin,rate,34.2,34.3,0.001663894
65 + yr,3 wk ahead,Bin,rate,34.3,34.4,0.001663894
65 + yr,3 wk ahead,Bin,rate,34.4,34.5,0.001663894
65 + yr,3 wk ahead,Bin,rate,34.5,34.6,0.001663894
65 + yr,3 wk ahead,Bin,rate,34.6,34.7,0.001663894
65 + yr,3 wk ahead,Bin,rate,34.7,34.8,0.001663894
65 + yr,3 wk ahead,Bin,rate,34.8,34.9,0.001663894
65 + yr,3 wk ahead,Bin,rate,34.9,35,0.001663894
65 + yr,3 wk ahead,Bin,rate,35,35.1,0.001663894
65 + yr,3 wk ahead,Bin,rate,35.1,35.2,0.001663894
65 + yr,3 wk ahead,Bin,rate,35.2,35.3,0.001663894
65 + yr,3 wk ahead,Bin,rate,35.3,35.4,0.001663894
65 + yr,3 wk ahead,Bin,rate,35.4,35.5,0.001663894
65 + yr,3 wk ahead,Bin,rate,35.5,35.6,0.001663894
65 + yr,3 wk ahead,Bin,rate,35.6,35.7,0.001663894
65 + yr,3 wk ahead,Bin,rate,35.7,35.8,0.001663894
65 + yr,3 wk ahead,Bin,rate,35.8,35.9,0.001663894
65 + yr,3 wk ahead,Bin,rate,35.9,36,0.001663894
65 + yr,3 wk ahead,Bin,rate,36,36.1,0.001663894
65 + yr,3 wk ahead,Bin,rate,36.1,36.2,0.001663894
65 + yr,3 wk ahead,Bin,rate,36.2,36.3,0.001663894
65 + yr,3 wk ahead,Bin,rate,36.3,36.4,0.001663894
65 + yr,3 wk ahead,Bin,rate,36.4,36.5,0.001663894
65 + yr,3 wk ahead,Bin,rate,36.5,36.6,0.001663894
65 + yr,3 wk ahead,Bin,rate,36.6,36.7,0.001663894
65 + yr,3 wk ahead,Bin,rate,36.7,36.8,0.001663894
65 + yr,3 wk ahead,Bin,rate,36.8,36.9,0.001663894
65 + yr,3 wk ahead,Bin,rate,36.9,37,0.001663894
65 + yr,3 wk ahead,Bin,rate,37,37.1,0.001663894
65 + yr,3 wk ahead,Bin,rate,37.1,37.2,0.001663894
65 + yr,3 wk ahead,Bin,rate,37.2,37.3,0.001663894
65 + yr,3 wk ahead,Bin,rate,37.3,37.4,0.001663894
65 + yr,3 wk ahead,Bin,rate,37.4,37.5,0.001663894
65 + yr,3 wk ahead,Bin,rate,37.5,37.6,0.001663894
65 + yr,3 wk ahead,Bin,rate,37.6,37.7,0.001663894
65 + yr,3 wk ahead,Bin,rate,37.7,37.8,0.001663894
65 + yr,3 wk ahead,Bin,rate,37.8,37.9,0.001663894
65 + yr,3 wk ahead,Bin,rate,37.9,38,0.001663894
65 + yr,3 wk ahead,Bin,rate,38,38.1,0.001663894
65 + yr,3 wk ahead,Bin,rate,38.1,38.2,0.001663894
65 + yr,3 wk ahead,Bin,rate,38.2,38.3,0.001663894
65 + yr,3 wk ahead,Bin,rate,38.3,38.4,0.001663894
65 + yr,3 wk ahead,Bin,rate,38.4,38.5,0.001663894
65 + yr,3 wk ahead,Bin,rate,38.5,38.6,0.001663894
65 + yr,3 wk ahead,Bin,rate,38.6,38.7,0.001663894
65 + yr,3 wk ahead,Bin,rate,38.7,38.8,0.001663894
65 + yr,3 wk ahead,Bin,rate,38.8,38.9,0.001663894
65 + yr,3 wk ahead,Bin,rate,38.9,39,0.001663894
65 + yr,3 wk ahead,Bin,rate,39,39.1,0.001663894
65 + yr,3 wk ahead,Bin,rate,39.1,39.2,0.001663894
65 + yr,3 wk ahead,Bin,rate,39.2,39.3,0.001663894
65 + yr,3 wk ahead,Bin,rate,39.3,39.4,0.001663894
65 + yr,3 wk ahead,Bin,rate,39.4,39.5,0.001663894
65 + yr,3 wk ahead,Bin,rate,39.5,39.6,0.001663894
65 + yr,3 wk ahead,Bin,rate,39.6,39.7,0.001663894
65 + yr,3 wk ahead,Bin,rate,39.7,39.8,0.001663894
65 + yr,3 wk ahead,Bin,rate,39.8,39.9,0.001663894
65 + yr,3 wk ahead,Bin,rate,39.9,40,0.001663894
65 + yr,3 wk ahead,Bin,rate,40,40.1,0.001663894
65 + yr,3 wk ahead,Bin,rate,40.1,40.2,0.001663894
65 + yr,3 wk ahead,Bin,rate,40.2,40.3,0.001663894
65 + yr,3 wk ahead,Bin,rate,40.3,40.4,0.001663894
65 + yr,3 wk ahead,Bin,rate,40.4,40.5,0.001663894
65 + yr,3 wk ahead,Bin,rate,40.5,40.6,0.001663894
65 + yr,3 wk ahead,Bin,rate,40.6,40.7,0.001663894
65 + yr,3 wk ahead,Bin,rate,40.7,40.8,0.001663894
65 + yr,3 wk ahead,Bin,rate,40.8,40.9,0.001663894
65 + yr,3 wk ahead,Bin,rate,40.9,41,0.001663894
65 + yr,3 wk ahead,Bin,rate,41,41.1,0.001663894
65 + yr,3 wk ahead,Bin,rate,41.1,41.2,0.001663894
65 + yr,3 wk ahead,Bin,rate,41.2,41.3,0.001663894
65 + yr,3 wk ahead,Bin,rate,41.3,41.4,0.001663894
65 + yr,3 wk ahead,Bin,rate,41.4,41.5,0.001663894
65 + yr,3 wk ahead,Bin,rate,41.5,41.6,0.001663894
65 + yr,3 wk ahead,Bin,rate,41.6,41.7,0.001663894
65 + yr,3 wk ahead,Bin,rate,41.7,41.8,0.001663894
65 + yr,3 wk ahead,Bin,rate,41.8,41.9,0.001663894
65 + yr,3 wk ahead,Bin,rate,41.9,42,0.001663894
65 + yr,3 wk ahead,Bin,rate,42,42.1,0.001663894
65 + yr,3 wk ahead,Bin,rate,42.1,42.2,0.001663894
65 + yr,3 wk ahead,Bin,rate,42.2,42.3,0.001663894
65 + yr,3 wk ahead,Bin,rate,42.3,42.4,0.001663894
65 + yr,3 wk ahead,Bin,rate,42.4,42.5,0.001663894
65 + yr,3 wk ahead,Bin,rate,42.5,42.6,0.001663894
65 + yr,3 wk ahead,Bin,rate,42.6,42.7,0.001663894
65 + yr,3 wk ahead,Bin,rate,42.7,42.8,0.001663894
65 + yr,3 wk ahead,Bin,rate,42.8,42.9,0.001663894
65 + yr,3 wk ahead,Bin,rate,42.9,43,0.001663894
65 + yr,3 wk ahead,Bin,rate,43,43.1,0.001663894
65 + yr,3 wk ahead,Bin,rate,43.1,43.2,0.001663894
65 + yr,3 wk ahead,Bin,rate,43.2,43.3,0.001663894
65 + yr,3 wk ahead,Bin,rate,43.3,43.4,0.001663894
65 + yr,3 wk ahead,Bin,rate,43.4,43.5,0.001663894
65 + yr,3 wk ahead,Bin,rate,43.5,43.6,0.001663894
65 + yr,3 wk ahead,Bin,rate,43.6,43.7,0.001663894
65 + yr,3 wk ahead,Bin,rate,43.7,43.8,0.001663894
65 + yr,3 wk ahead,Bin,rate,43.8,43.9,0.001663894
65 + yr,3 wk ahead,Bin,rate,43.9,44,0.001663894
65 + yr,3 wk ahead,Bin,rate,44,44.1,0.001663894
65 + yr,3 wk ahead,Bin,rate,44.1,44.2,0.001663894
65 + yr,3 wk ahead,Bin,rate,44.2,44.3,0.001663894
65 + yr,3 wk ahead,Bin,rate,44.3,44.4,0.001663894
65 + yr,3 wk ahead,Bin,rate,44.4,44.5,0.001663894
65 + yr,3 wk ahead,Bin,rate,44.5,44.6,0.001663894
65 + yr,3 wk ahead,Bin,rate,44.6,44.7,0.001663894
65 + yr,3 wk ahead,Bin,rate,44.7,44.8,0.001663894
65 + yr,3 wk ahead,Bin,rate,44.8,44.9,0.001663894
65 + yr,3 wk ahead,Bin,rate,44.9,45,0.001663894
65 + yr,3 wk ahead,Bin,rate,45,45.1,0.001663894
65 + yr,3 wk ahead,Bin,rate,45.1,45.2,0.001663894
65 + yr,3 wk ahead,Bin,rate,45.2,45.3,0.001663894
